
  0%|                                                                                                                                                                                                                                                                                               | 0/100 [00:00<?, ?it/s]/home/icl2/anaconda3/lib/python3.10/site-packages/torch/cuda/memory.py:330: FutureWarning: torch.cuda.reset_max_memory_allocated now calls torch.cuda.reset_peak_memory_stats, which resets /all/ peak memory stats.
196, NMSE : 0.00945281982421875, lr : 0.05
tensor(0.0260, device='cuda:0') tensor(0.0513, device='cuda:0')
197, NMSE : 0.00946807861328125, lr : 0.05
tensor(0.0191, device='cuda:0') tensor(0.0293, device='cuda:0')
198, NMSE : 0.00946807861328125, lr : 0.05
tensor(0.1206, device='cuda:0') tensor(0.0269, device='cuda:0')
199, NMSE : 0.00948333740234375, lr : 0.05
tensor(0.0338, device='cuda:0') tensor(0.0029, device='cuda:0')
200, NMSE : 0.00952911376953125, lr : 0.05
tensor(0.8631, device='cuda:0') tensor(0.0337, device='cuda:0')
tensor(0.8304, device='cuda:0')
tensor(0.8364, device='cuda:0')
tensor(0.8438, device='cuda:0')
tensor(0.8495, device='cuda:0')
tensor(0.8578, device='cuda:0')
tensor(0.8719, device='cuda:0')
tensor(0.8803, device='cuda:0')
tensor(0.8876, device='cuda:0')
tensor(0.8950, device='cuda:0')
tensor(0.8997, device='cuda:0')
tensor(0.9095, device='cuda:0')
tensor(0.9135, device='cuda:0')
tensor(0.9243, device='cuda:0')
tensor(0.9251, device='cuda:0')
tensor(0.9287, device='cuda:0')
tensor(0.9353, device='cuda:0')
tensor(0.9409, device='cuda:0')
tensor(0.9468, device='cuda:0')
tensor(0.9538, device='cuda:0')
tensor(0.9566, device='cuda:0')
tensor(0.9663, device='cuda:0')
tensor(0.9786, device='cuda:0')
tensor(1.0070, device='cuda:0')
tensor(1.0126, device='cuda:0')
tensor(1.0078, device='cuda:0')
tensor(1.0092, device='cuda:0')
tensor(0.9856, device='cuda:0')
tensor(1.0151, device='cuda:0')
tensor(0.9550, device='cuda:0')
tensor(0.9865, device='cuda:0')
tensor(0.9458, device='cuda:0')
tensor(0.9461, device='cuda:0')
tensor(0.8713, device='cuda:0')
tensor(0.8999, device='cuda:0')
tensor(0.9401, device='cuda:0')
tensor(0.8887, device='cuda:0')
tensor(0.9223, device='cuda:0')
tensor(0.9218, device='cuda:0')
tensor(0.8723, device='cuda:0')
tensor(0.9914, device='cuda:0')
tensor(0.6893, device='cuda:0')
tensor(1.0299, device='cuda:0')
tensor(0.7738, device='cuda:0')
tensor(0.9926, device='cuda:0')
tensor(0.5571, device='cuda:0')
tensor(0.9797, device='cuda:0')
tensor(0.7745, device='cuda:0')
tensor(0.7261, device='cuda:0')
tensor(0.8799, device='cuda:0')
tensor(0.3948, device='cuda:0')
tensor(0.9173, device='cuda:0')
tensor(0.9230, device='cuda:0')
tensor(0.4179, device='cuda:0')
tensor(0.8989, device='cuda:0')
tensor(0.7695, device='cuda:0')
tensor(0.3180, device='cuda:0')
tensor(0.8556, device='cuda:0')
tensor(0.8599, device='cuda:0')
tensor(0.6804, device='cuda:0')
tensor(0.2899, device='cuda:0')
tensor(0.7746, device='cuda:0')
tensor(0.7854, device='cuda:0')
tensor(0.5377, device='cuda:0')
tensor(0.2892, device='cuda:0')
tensor(0.7334, device='cuda:0')
tensor(0.6929, device='cuda:0')
tensor(0.2588, device='cuda:0')
tensor(0.6538, device='cuda:0')
tensor(0.6353, device='cuda:0')
tensor(0.2234, device='cuda:0')
tensor(0.6100, device='cuda:0')
tensor(0.5880, device='cuda:0')
tensor(0.2594, device='cuda:0')
tensor(0.4961, device='cuda:0')
tensor(0.1694, device='cuda:0')
tensor(0.5143, device='cuda:0')
tensor(0.4883, device='cuda:0')
tensor(0.3076, device='cuda:0')
tensor(0.1407, device='cuda:0')
tensor(0.4270, device='cuda:0')
tensor(0.3993, device='cuda:0')
tensor(0.3462, device='cuda:0')
tensor(0.1183, device='cuda:0')
tensor(0.3411, device='cuda:0')
tensor(0.3078, device='cuda:0')
tensor(0.2602, device='cuda:0')
tensor(0.1188, device='cuda:0')
tensor(0.2538, device='cuda:0')
tensor(0.2422, device='cuda:0')
tensor(0.1035, device='cuda:0')
tensor(0.2064, device='cuda:0')
tensor(0.1850, device='cuda:0')
tensor(0.1056, device='cuda:0')
tensor(0.1430, device='cuda:0')
tensor(0.0638, device='cuda:0')
tensor(0.1287, device='cuda:0')
tensor(0.1066, device='cuda:0')
tensor(0.0920, device='cuda:0')
tensor(0.0740, device='cuda:0')
tensor(0.0485, device='cuda:0')
tensor(0.0461, device='cuda:0')
tensor(0.0225, device='cuda:0')
tensor(0.0237, device='cuda:0')
tensor(0.0216, device='cuda:0')
tensor(0.0518, device='cuda:0')
tensor(-0.0270, device='cuda:0')
tensor(-0.0428, device='cuda:0')
tensor(0.0385, device='cuda:0')
tensor(0.0275, device='cuda:0')
tensor(-0.0749, device='cuda:0')
tensor(-0.1008, device='cuda:0')
tensor(-0.1055, device='cuda:0')
tensor(-0.0076, device='cuda:0')
tensor(0.0228, device='cuda:0')
tensor(-0.1408, device='cuda:0')
tensor(-0.1640, device='cuda:0')
tensor(-0.1728, device='cuda:0')
tensor(-0.0398, device='cuda:0')
tensor(0.0209, device='cuda:0')
tensor(-0.1964, device='cuda:0')
tensor(-0.2177, device='cuda:0')
tensor(-0.1938, device='cuda:0')
tensor(-0.0198, device='cuda:0')
tensor(0.0110, device='cuda:0')
tensor(-0.2494, device='cuda:0')
tensor(-0.2625, device='cuda:0')
tensor(-0.2532, device='cuda:0')
tensor(-0.0701, device='cuda:0')
tensor(0.0085, device='cuda:0')
tensor(-0.2863, device='cuda:0')
tensor(-0.3048, device='cuda:0')
tensor(-0.2806, device='cuda:0')
tensor(-0.0440, device='cuda:0')
tensor(0.0018, device='cuda:0')
tensor(-0.3377, device='cuda:0')
tensor(-0.3441, device='cuda:0')
tensor(-0.3384, device='cuda:0')
tensor(-0.0830, device='cuda:0')
tensor(-0.0006, device='cuda:0')
tensor(-0.3708, device='cuda:0')
tensor(-0.3933, device='cuda:0')
tensor(-0.3699, device='cuda:0')
tensor(-0.0812, device='cuda:0')
tensor(-0.0046, device='cuda:0')
tensor(-0.4189, device='cuda:0')
tensor(-0.4275, device='cuda:0')
tensor(-0.3889, device='cuda:0')
tensor(-0.0792, device='cuda:0')
tensor(-0.0076, device='cuda:0')
tensor(-0.4406, device='cuda:0')
tensor(-0.4536, device='cuda:0')
tensor(-0.3792, device='cuda:0')
tensor(-0.0563, device='cuda:0')
tensor(-0.0151, device='cuda:0')
tensor(-0.4500, device='cuda:0')
tensor(-0.4798, device='cuda:0')
tensor(-0.4042, device='cuda:0')
tensor(-0.0271, device='cuda:0')
tensor(-0.4751, device='cuda:0')
tensor(-0.0644, device='cuda:0')
tensor(-0.3892, device='cuda:0')
tensor(-0.0166, device='cuda:0')
tensor(-0.4826, device='cuda:0')
tensor(-0.5090, device='cuda:0')
tensor(-0.4455, device='cuda:0')
tensor(-0.0388, device='cuda:0')
tensor(-0.4634, device='cuda:0')
tensor(-0.0262, device='cuda:0')
tensor(-0.5070, device='cuda:0')
tensor(-0.4896, device='cuda:0')
tensor(-0.0354, device='cuda:0')
tensor(-0.4847, device='cuda:0')
tensor(-0.0652, device='cuda:0')
tensor(-0.4606, device='cuda:0')
tensor(-0.0153, device='cuda:0')
tensor(-0.4811, device='cuda:0')
tensor(-0.4606, device='cuda:0')
tensor(-0.4273, device='cuda:0')
tensor(-0.0609, device='cuda:0')
tensor(-0.0086, device='cuda:0')
tensor(-0.3865, device='cuda:0')
tensor(-0.4784, device='cuda:0')
tensor(-0.3220, device='cuda:0')
tensor(-0.0465, device='cuda:0')
tensor(0.0020, device='cuda:0')
tensor(-0.4247, device='cuda:0')
tensor(-0.4677, device='cuda:0')
tensor(-0.3146, device='cuda:0')
tensor(0.0100, device='cuda:0')
tensor(0.0112, device='cuda:0')
tensor(-0.1969, device='cuda:0')
tensor(-0.2920, device='cuda:0')
tensor(-0.0754, device='cuda:0')
tensor(0.0482, device='cuda:0')
tensor(0.0298, device='cuda:0')
tensor(-0.1017, device='cuda:0')
tensor(-0.0518, device='cuda:0')
tensor(0.0635, device='cuda:0')
tensor(0.0666, device='cuda:0')
tensor(0.0337, device='cuda:0')
0 3.029296875 0.05 6.984375
inversion time : 61.06342148780823
  2%|█████▌                                                                                                                                                                                                                                                                               | 2/100 [02:18<1:51:08, 68.04s/it]
start, NMSE : 0.0196990966796875
1, NMSE : 0.0196990966796875, lr : 0.05
tensor(1.9795, device='cuda:0') tensor(0.0647, device='cuda:0')
2, NMSE : 0.0186767578125, lr : 0.05
tensor(0.4856, device='cuda:0') tensor(0.2860, device='cuda:0')
3, NMSE : 0.017730712890625, lr : 0.05
tensor(0.4166, device='cuda:0') tensor(0.2288, device='cuda:0')
4, NMSE : 0.016845703125, lr : 0.05
tensor(0.3138, device='cuda:0') tensor(0.3468, device='cuda:0')
5, NMSE : 0.0160675048828125, lr : 0.05
tensor(0.9058, device='cuda:0') tensor(0.0605, device='cuda:0')
6, NMSE : 0.01537322998046875, lr : 0.05
tensor(0.2273, device='cuda:0') tensor(0.0387, device='cuda:0')
7, NMSE : 0.01471710205078125, lr : 0.05
tensor(0.7713, device='cuda:0') tensor(0.0603, device='cuda:0')
8, NMSE : 0.0141448974609375, lr : 0.05
tensor(0.2029, device='cuda:0') tensor(0.2516, device='cuda:0')
9, NMSE : 0.013580322265625, lr : 0.05
tensor(0.2869, device='cuda:0') tensor(0.0456, device='cuda:0')
10, NMSE : 0.013092041015625, lr : 0.05
tensor(1.0063, device='cuda:0') tensor(0.0502, device='cuda:0')
11, NMSE : 0.01264190673828125, lr : 0.05
tensor(0.3043, device='cuda:0') tensor(0.0499, device='cuda:0')
12, NMSE : 0.01219940185546875, lr : 0.05
tensor(0.2423, device='cuda:0') tensor(0.0210, device='cuda:0')
13, NMSE : 0.011810302734375, lr : 0.05
tensor(0.8502, device='cuda:0') tensor(0.0425, device='cuda:0')
14, NMSE : 0.0114593505859375, lr : 0.05
tensor(0.1348, device='cuda:0') tensor(0.2062, device='cuda:0')
15, NMSE : 0.0111083984375, lr : 0.05
tensor(0.1671, device='cuda:0') tensor(0.0776, device='cuda:0')
16, NMSE : 0.0107879638671875, lr : 0.05
tensor(0.1534, device='cuda:0') tensor(0.0756, device='cuda:0')
17, NMSE : 0.010498046875, lr : 0.05
tensor(0.1097, device='cuda:0') tensor(0.1936, device='cuda:0')
18, NMSE : 0.010223388671875, lr : 0.05
tensor(0.0868, device='cuda:0') tensor(0.3006, device='cuda:0')
19, NMSE : 0.00997161865234375, lr : 0.05
tensor(0.0804, device='cuda:0') tensor(0.3000, device='cuda:0')
20, NMSE : 0.009735107421875, lr : 0.05
tensor(0.0754, device='cuda:0') tensor(0.2444, device='cuda:0')
21, NMSE : 0.009521484375, lr : 0.05
tensor(0.0694, device='cuda:0') tensor(0.3297, device='cuda:0')
22, NMSE : 0.0093231201171875, lr : 0.05
tensor(0.0586, device='cuda:0') tensor(0.2603, device='cuda:0')
23, NMSE : 0.00913238525390625, lr : 0.05
tensor(0.0458, device='cuda:0') tensor(0.0305, device='cuda:0')
24, NMSE : 0.00896453857421875, lr : 0.05
tensor(-0.0275, device='cuda:0') tensor(-0.0032, device='cuda:0')
25, NMSE : 0.0088043212890625, lr : 0.05
tensor(-0.0511, device='cuda:0') tensor(-0.0096, device='cuda:0')
26, NMSE : 0.0086669921875, lr : 0.05
tensor(0.4661, device='cuda:0') tensor(0.0411, device='cuda:0')
27, NMSE : 0.008544921875, lr : 0.05
tensor(-0.0312, device='cuda:0') tensor(-0.0100, device='cuda:0')
28, NMSE : 0.0084228515625, lr : 0.05
tensor(1.2809, device='cuda:0') tensor(0.0456, device='cuda:0')
29, NMSE : 0.00833892822265625, lr : 0.05
tensor(0.0355, device='cuda:0') tensor(0.0512, device='cuda:0')
30, NMSE : 0.00823211669921875, lr : 0.05
tensor(0.2099, device='cuda:0') tensor(0.0075, device='cuda:0')
31, NMSE : 0.0081329345703125, lr : 0.05
tensor(1.2770, device='cuda:0') tensor(0.0436, device='cuda:0')
32, NMSE : 0.00806427001953125, lr : 0.05
tensor(0.0335, device='cuda:0') tensor(0.1320, device='cuda:0')
33, NMSE : 0.00797271728515625, lr : 0.05
tensor(0.0295, device='cuda:0') tensor(0.0808, device='cuda:0')
34, NMSE : 0.00789642333984375, lr : 0.05
tensor(0.1331, device='cuda:0') tensor(0.0059, device='cuda:0')
35, NMSE : 0.00783538818359375, lr : 0.05
tensor(1.0844, device='cuda:0') tensor(0.0437, device='cuda:0')
36, NMSE : 0.00778961181640625, lr : 0.05
tensor(0.0615, device='cuda:0') tensor(0.0078, device='cuda:0')
37, NMSE : 0.007732391357421875, lr : 0.05
tensor(0.3852, device='cuda:0') tensor(0.0455, device='cuda:0')
38, NMSE : 0.007678985595703125, lr : 0.05
tensor(0.0150, device='cuda:0') tensor(0.0595, device='cuda:0')
39, NMSE : 0.007633209228515625, lr : 0.05
tensor(0.2344, device='cuda:0') tensor(0.0066, device='cuda:0')
40, NMSE : 0.00759124755859375, lr : 0.05
tensor(1.6265, device='cuda:0') tensor(0.0425, device='cuda:0')
41, NMSE : 0.00759124755859375, lr : 0.05
tensor(0.0192, device='cuda:0') tensor(0.1049, device='cuda:0')
42, NMSE : 0.00756072998046875, lr : 0.05
tensor(0.0184, device='cuda:0') tensor(0.0893, device='cuda:0')
43, NMSE : 0.00753021240234375, lr : 0.05
tensor(0.0143, device='cuda:0') tensor(0.1280, device='cuda:0')
44, NMSE : 0.007503509521484375, lr : 0.05
tensor(0.0180, device='cuda:0') tensor(0.0582, device='cuda:0')
45, NMSE : 0.00748443603515625, lr : 0.05
tensor(0.2214, device='cuda:0') tensor(0.0064, device='cuda:0')
46, NMSE : 0.007472991943359375, lr : 0.05
tensor(1.5695, device='cuda:0') tensor(0.0423, device='cuda:0')
47, NMSE : 0.0074920654296875, lr : 0.05
tensor(0.0074, device='cuda:0') tensor(0.0159, device='cuda:0')
48, NMSE : 0.00748443603515625, lr : 0.05
tensor(-0.0031, device='cuda:0') tensor(-0.0086, device='cuda:0')
49, NMSE : 0.00748443603515625, lr : 0.05
tensor(0.0661, device='cuda:0') tensor(0.0033, device='cuda:0')
50, NMSE : 0.00748443603515625, lr : 0.05
tensor(0.7927, device='cuda:0') tensor(0.0385, device='cuda:0')
51, NMSE : 0.007503509521484375, lr : 0.05
tensor(0.0847, device='cuda:0') tensor(0.1603, device='cuda:0')
52, NMSE : 0.00751495361328125, lr : 0.05
tensor(0.1668, device='cuda:0') tensor(0.0703, device='cuda:0')
53, NMSE : 0.007537841796875, lr : 0.05
tensor(0.1898, device='cuda:0') tensor(0.0065, device='cuda:0')
54, NMSE : 0.00756072998046875, lr : 0.05
tensor(1.2956, device='cuda:0') tensor(0.0393, device='cuda:0')
55, NMSE : 0.0076141357421875, lr : 0.05
tensor(-0.1723, device='cuda:0') tensor(-0.0241, device='cuda:0')
56, NMSE : 0.007648468017578125, lr : 0.05
tensor(-0.0401, device='cuda:0') tensor(-0.0769, device='cuda:0')
57, NMSE : 0.0076904296875, lr : 0.05
tensor(0.1149, device='cuda:0') tensor(0.0051, device='cuda:0')
58, NMSE : 0.00775146484375, lr : 0.05
tensor(0.9280, device='cuda:0') tensor(0.0400, device='cuda:0')
59, NMSE : 0.007843017578125, lr : 0.05
tensor(-0.0541, device='cuda:0') tensor(-0.1527, device='cuda:0')
60, NMSE : 0.0079193115234375, lr : 0.05
tensor(0.4696, device='cuda:0') tensor(0.0384, device='cuda:0')
61, NMSE : 0.00801849365234375, lr : 0.05
tensor(1.4322, device='cuda:0') tensor(0.0336, device='cuda:0')
62, NMSE : 0.00811767578125, lr : 0.05
tensor(0.1543, device='cuda:0') tensor(0.0105, device='cuda:0')
63, NMSE : 0.00814056396484375, lr : 0.05
tensor(1.0766, device='cuda:0') tensor(0.0181, device='cuda:0')
64, NMSE : 0.008209228515625, lr : 0.05
tensor(1.8940, device='cuda:0') tensor(0.0349, device='cuda:0')
65, NMSE : 0.00832366943359375, lr : 0.05
tensor(0.2630, device='cuda:0') tensor(0.0166, device='cuda:0')
66, NMSE : 0.0083465576171875, lr : 0.05
tensor(0.6679, device='cuda:0') tensor(0.0468, device='cuda:0')
67, NMSE : 0.0083770751953125, lr : 0.05
tensor(0.1324, device='cuda:0') tensor(0.0330, device='cuda:0')
68, NMSE : 0.00839996337890625, lr : 0.05
tensor(0.5341, device='cuda:0') tensor(0.0093, device='cuda:0')
69, NMSE : 0.0084381103515625, lr : 0.05
tensor(2.5247, device='cuda:0') tensor(0.0378, device='cuda:0')
70, NMSE : 0.0085601806640625, lr : 0.05
tensor(0.4638, device='cuda:0') tensor(0.0087, device='cuda:0')
71, NMSE : 0.008575439453125, lr : 0.05
tensor(2.2635, device='cuda:0') tensor(0.0403, device='cuda:0')
72, NMSE : 0.00864410400390625, lr : 0.05
tensor(0.0816, device='cuda:0') tensor(0.0236, device='cuda:0')
73, NMSE : 0.0086517333984375, lr : 0.05
tensor(0.0522, device='cuda:0') tensor(0.0521, device='cuda:0')
74, NMSE : 0.0086669921875, lr : 0.05
tensor(-0.0107, device='cuda:0') tensor(-0.0168, device='cuda:0')
75, NMSE : 0.00868988037109375, lr : 0.05
tensor(0.1520, device='cuda:0') tensor(0.0437, device='cuda:0')
76, NMSE : 0.00870513916015625, lr : 0.05
tensor(0.3852, device='cuda:0') tensor(0.0063, device='cuda:0')
77, NMSE : 0.00870513916015625, lr : 0.05
tensor(3.3360, device='cuda:0') tensor(0.0359, device='cuda:0')
78, NMSE : 0.0088043212890625, lr : 0.05
tensor(0.9723, device='cuda:0') tensor(0.0236, device='cuda:0')
79, NMSE : 0.00872802734375, lr : 0.05
tensor(0.4188, device='cuda:0') tensor(0.0335, device='cuda:0')
80, NMSE : 0.008758544921875, lr : 0.05
tensor(0.7910, device='cuda:0') tensor(0.0237, device='cuda:0')
81, NMSE : 0.0087738037109375, lr : 0.05
tensor(1.1313, device='cuda:0') tensor(0.0161, device='cuda:0')
82, NMSE : 0.00870513916015625, lr : 0.05
tensor(1.4176, device='cuda:0') tensor(0.0286, device='cuda:0')
83, NMSE : 0.0088043212890625, lr : 0.05
tensor(2.4700, device='cuda:0') tensor(0.0250, device='cuda:0')
84, NMSE : 0.00879669189453125, lr : 0.05
tensor(2.1585, device='cuda:0') tensor(0.0294, device='cuda:0')
85, NMSE : 0.00885009765625, lr : 0.05
tensor(1.5882, device='cuda:0') tensor(0.0254, device='cuda:0')
86, NMSE : 0.00879669189453125, lr : 0.05
tensor(1.3864, device='cuda:0') tensor(0.0254, device='cuda:0')
87, NMSE : 0.00884246826171875, lr : 0.05
tensor(1.2248, device='cuda:0') tensor(0.0173, device='cuda:0')
88, NMSE : 0.00878143310546875, lr : 0.05
tensor(2.8672, device='cuda:0') tensor(0.0272, device='cuda:0')
89, NMSE : 0.00888824462890625, lr : 0.05
tensor(2.0359, device='cuda:0') tensor(0.0302, device='cuda:0')
90, NMSE : 0.00879669189453125, lr : 0.05
tensor(1.5289, device='cuda:0') tensor(0.0156, device='cuda:0')
91, NMSE : 0.00879669189453125, lr : 0.05
tensor(3.3508, device='cuda:0') tensor(0.0357, device='cuda:0')
92, NMSE : 0.00878143310546875, lr : 0.05
tensor(1.0958, device='cuda:0') tensor(0.0213, device='cuda:0')
93, NMSE : 0.00878143310546875, lr : 0.05
tensor(1.5287, device='cuda:0') tensor(0.0279, device='cuda:0')
94, NMSE : 0.00868988037109375, lr : 0.05
tensor(1.0562, device='cuda:0') tensor(0.0244, device='cuda:0')
95, NMSE : 0.00868988037109375, lr : 0.05
tensor(1.4071, device='cuda:0') tensor(0.0180, device='cuda:0')
96, NMSE : 0.00862884521484375, lr : 0.05
tensor(2.6402, device='cuda:0') tensor(0.0302, device='cuda:0')
97, NMSE : 0.00868988037109375, lr : 0.05
tensor(1.3144, device='cuda:0') tensor(0.0287, device='cuda:0')
98, NMSE : 0.0086212158203125, lr : 0.05
tensor(1.2990, device='cuda:0') tensor(0.0162, device='cuda:0')
99, NMSE : 0.0086212158203125, lr : 0.05
tensor(2.7268, device='cuda:0') tensor(0.0340, device='cuda:0')
100, NMSE : 0.0086212158203125, lr : 0.05
tensor(0.9933, device='cuda:0') tensor(0.0154, device='cuda:0')
101, NMSE : 0.00860595703125, lr : 0.05
tensor(2.5836, device='cuda:0') tensor(0.0321, device='cuda:0')
102, NMSE : 0.008544921875, lr : 0.05
tensor(1.0885, device='cuda:0') tensor(0.0221, device='cuda:0')
103, NMSE : 0.0085601806640625, lr : 0.05
tensor(0.8129, device='cuda:0') tensor(0.0357, device='cuda:0')
104, NMSE : 0.0084991455078125, lr : 0.05
tensor(0.5432, device='cuda:0') tensor(0.0245, device='cuda:0')
105, NMSE : 0.0084228515625, lr : 0.05
tensor(1.3273, device='cuda:0') tensor(0.0143, device='cuda:0')
106, NMSE : 0.0084381103515625, lr : 0.05
tensor(2.8975, device='cuda:0') tensor(0.0352, device='cuda:0')
107, NMSE : 0.0084381103515625, lr : 0.05
tensor(1.1918, device='cuda:0') tensor(0.0264, device='cuda:0')
108, NMSE : 0.00844573974609375, lr : 0.05
tensor(1.1246, device='cuda:0') tensor(0.0258, device='cuda:0')
109, NMSE : 0.008392333984375, lr : 0.05
tensor(1.1506, device='cuda:0') tensor(0.0197, device='cuda:0')
110, NMSE : 0.008392333984375, lr : 0.05
tensor(2.2484, device='cuda:0') tensor(0.0231, device='cuda:0')
111, NMSE : 0.0083465576171875, lr : 0.05
tensor(2.4377, device='cuda:0') tensor(0.0308, device='cuda:0')
112, NMSE : 0.0083770751953125, lr : 0.05
tensor(1.2350, device='cuda:0') tensor(0.0267, device='cuda:0')
113, NMSE : 0.0083465576171875, lr : 0.05
tensor(0.8811, device='cuda:0') tensor(0.0196, device='cuda:0')
114, NMSE : 0.00833892822265625, lr : 0.05
tensor(1.1806, device='cuda:0') tensor(0.0166, device='cuda:0')
115, NMSE : 0.00833892822265625, lr : 0.05
tensor(3.1624, device='cuda:0') tensor(0.0331, device='cuda:0')
116, NMSE : 0.00841522216796875, lr : 0.05
tensor(1.1571, device='cuda:0') tensor(0.0254, device='cuda:0')
117, NMSE : 0.00835418701171875, lr : 0.05
tensor(1.1504, device='cuda:0') tensor(0.0204, device='cuda:0')
118, NMSE : 0.00835418701171875, lr : 0.05
tensor(1.8193, device='cuda:0') tensor(0.0304, device='cuda:0')
119, NMSE : 0.0083465576171875, lr : 0.05
tensor(1.0360, device='cuda:0') tensor(0.0232, device='cuda:0')
120, NMSE : 0.00833892822265625, lr : 0.05
tensor(0.9738, device='cuda:0') tensor(0.0144, device='cuda:0')
121, NMSE : 0.00829315185546875, lr : 0.05
tensor(2.6426, device='cuda:0') tensor(0.0294, device='cuda:0')
122, NMSE : 0.00836944580078125, lr : 0.05
tensor(1.9459, device='cuda:0') tensor(0.0322, device='cuda:0')
123, NMSE : 0.00835418701171875, lr : 0.05
tensor(0.7748, device='cuda:0') tensor(0.0225, device='cuda:0')
124, NMSE : 0.0083465576171875, lr : 0.05
tensor(1.5614, device='cuda:0') tensor(0.0157, device='cuda:0')
125, NMSE : 0.00830078125, lr : 0.05
tensor(3.5518, device='cuda:0') tensor(0.0335, device='cuda:0')
126, NMSE : 0.008392333984375, lr : 0.05
tensor(0.9531, device='cuda:0') tensor(0.0293, device='cuda:0')
127, NMSE : 0.0083465576171875, lr : 0.05
tensor(0.6576, device='cuda:0') tensor(0.0218, device='cuda:0')
128, NMSE : 0.00832366943359375, lr : 0.05
tensor(1.3856, device='cuda:0') tensor(0.0155, device='cuda:0')
129, NMSE : 0.00829315185546875, lr : 0.05
tensor(3.1824, device='cuda:0') tensor(0.0351, device='cuda:0')
130, NMSE : 0.008392333984375, lr : 0.05
tensor(0.5020, device='cuda:0') tensor(0.0310, device='cuda:0')
131, NMSE : 0.00830078125, lr : 0.05
tensor(0.3577, device='cuda:0') tensor(0.0163, device='cuda:0')
132, NMSE : 0.00829315185546875, lr : 0.05
tensor(1.4820, device='cuda:0') tensor(0.0177, device='cuda:0')
133, NMSE : 0.00829315185546875, lr : 0.05
tensor(2.6702, device='cuda:0') tensor(0.0334, device='cuda:0')
134, NMSE : 0.0083160400390625, lr : 0.05
tensor(0.8767, device='cuda:0') tensor(0.0237, device='cuda:0')
135, NMSE : 0.008270263671875, lr : 0.05
tensor(1.0244, device='cuda:0') tensor(0.0268, device='cuda:0')
136, NMSE : 0.008270263671875, lr : 0.05
tensor(1.2587, device='cuda:0') tensor(0.0152, device='cuda:0')
137, NMSE : 0.00821685791015625, lr : 0.05
tensor(3.0145, device='cuda:0') tensor(0.0328, device='cuda:0')
138, NMSE : 0.00830078125, lr : 0.05
tensor(0.8645, device='cuda:0') tensor(0.0275, device='cuda:0')
139, NMSE : 0.0082550048828125, lr : 0.05
tensor(0.6142, device='cuda:0') tensor(0.0167, device='cuda:0')
140, NMSE : 0.00823974609375, lr : 0.05
tensor(1.6775, device='cuda:0') tensor(0.0294, device='cuda:0')
141, NMSE : 0.0082550048828125, lr : 0.05
tensor(1.0530, device='cuda:0') tensor(0.0229, device='cuda:0')
142, NMSE : 0.008209228515625, lr : 0.05
tensor(1.1372, device='cuda:0') tensor(0.0179, device='cuda:0')
143, NMSE : 0.0081939697265625, lr : 0.05
tensor(2.5615, device='cuda:0') tensor(0.0273, device='cuda:0')
144, NMSE : 0.00823211669921875, lr : 0.05
tensor(1.8037, device='cuda:0') tensor(0.0331, device='cuda:0')
145, NMSE : 0.00823211669921875, lr : 0.05
tensor(0.5384, device='cuda:0') tensor(0.0147, device='cuda:0')
146, NMSE : 0.00821685791015625, lr : 0.05
tensor(1.4540, device='cuda:0') tensor(0.0317, device='cuda:0')
147, NMSE : 0.0081939697265625, lr : 0.05
tensor(0.6666, device='cuda:0') tensor(0.0283, device='cuda:0')
148, NMSE : 0.00814056396484375, lr : 0.05
tensor(0.9846, device='cuda:0') tensor(0.0155, device='cuda:0')
149, NMSE : 0.00811004638671875, lr : 0.05
tensor(2.3229, device='cuda:0') tensor(0.0335, device='cuda:0')
150, NMSE : 0.00811767578125, lr : 0.05
tensor(0.4555, device='cuda:0') tensor(0.0293, device='cuda:0')
151, NMSE : 0.00807952880859375, lr : 0.05
tensor(0.4036, device='cuda:0') tensor(0.0225, device='cuda:0')
152, NMSE : 0.008026123046875, lr : 0.05
tensor(0.5546, device='cuda:0') tensor(0.0231, device='cuda:0')
153, NMSE : 0.008056640625, lr : 0.05
tensor(0.8502, device='cuda:0') tensor(0.0232, device='cuda:0')
154, NMSE : 0.008026123046875, lr : 0.05
tensor(0.9770, device='cuda:0') tensor(0.0280, device='cuda:0')
155, NMSE : 0.008026123046875, lr : 0.05
tensor(0.6831, device='cuda:0') tensor(0.0228, device='cuda:0')
156, NMSE : 0.00798797607421875, lr : 0.05
tensor(0.9373, device='cuda:0') tensor(0.0182, device='cuda:0')
157, NMSE : 0.00798797607421875, lr : 0.05
tensor(1.7700, device='cuda:0') tensor(0.0332, device='cuda:0')
158, NMSE : 0.0080108642578125, lr : 0.05
tensor(0.4733, device='cuda:0') tensor(0.0246, device='cuda:0')
159, NMSE : 0.00795745849609375, lr : 0.05
tensor(0.6192, device='cuda:0') tensor(0.0153, device='cuda:0')
160, NMSE : 0.00795745849609375, lr : 0.05
tensor(1.5316, device='cuda:0') tensor(0.0317, device='cuda:0')
161, NMSE : 0.0079345703125, lr : 0.05
tensor(0.8120, device='cuda:0') tensor(0.0269, device='cuda:0')
162, NMSE : 0.0078887939453125, lr : 0.05
tensor(0.4274, device='cuda:0') tensor(0.0317, device='cuda:0')
163, NMSE : 0.00786590576171875, lr : 0.05
tensor(0.4782, device='cuda:0') tensor(0.0199, device='cuda:0')
164, NMSE : 0.007843017578125, lr : 0.05
